guid,name,version,rarity,niche,trade_price,targets,buffs,boost_condition,boost_buffs,source
50291,Lamellary Armourer,base,Rare,Military,18000,"Armour Chain: Armour, Armour, Armour, Iron Mine, Iron Mine, Furnace, Furnace, Armourer, Armourer, Pig Farm, Pig Farm, Tannery, Tannery, Salt Ponds",Productivity: +20%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
44089,The Lapidarius Aureate,base,Epic,Finance,120000,"Necklaces Chain: Jeweller, Mineral Quarry, Goldsmith, Gold Washer, Gold Mine",Productivity: +35%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
44114,The Aeolian Modist,base,Epic,Religion,120000,"Lyres Chain: Lythier, Stringer, Gilder, Sheep Farm, Sandarac Nursery, Gold Mine, Gold Washer, Goldsmith",Productivity: +35%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
44147,Boar Whisperer,base,Epic,Culture,120000,"Sausages Chain: Salsicium, Pig Farm, Herb Garden",Productivity: +35%,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Quest: Hoards of Hogs; Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
44116,"Marix, Who Knows The Merrows ",base,Epic,Research,120000,"Mirrors Chain: Narcissium, Shell Gatherer, Silver Forge, Silver Mine",Productivity: +35%,,,Selling: Procurator Corvinus (0.111%); Contracts: Procurator Corvinus (0.107%); Flotsam: Procurator Corvinus (0.000%)
44122,"Hosta Vulpius, Silencer of Song",base,Epic,Civic,120000,"Bird Tongues Chain: Epicure of Air, Tongue Plucker, Renderer, Bird Charmer, Pig Farm, Renderer, Pig Farm",Productivity: +35%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
44149,"Maxima Cottius, Upholsterer of Atlas",base,Epic,Culture,120000,"Loungers Chain: Chair Maker, Sandarac Nursery, Cushion Stuffer, Flax Farm, Flax Farm, Dye Works, Snailery",Productivity: +35%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
50287,"Xeno of Phillipopolis, Hipparchon",base,Epic,Military,120000,"Horses Chain: Horse Breeder, Horse Breeder",Productivity: +35%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
54009,Vexillarius,base,Common,Military,2500,"Vigiles: Vigiles, Vigiles",Available Patrols: +1,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Stata Mater Festival (0.763%); Festival: Triumph, Festival of Conquest (2.669%); Festival: Armilustrium, Festival of Mars (2.669%); Festival: Neptunalia Festival (0.381%); Festival: Eponalia Festival (0.381%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
54015,Practitioner,base,Common,Nature,2500,"Medici: Medici, Medici",Available Patrols: +1,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hygieia Festival (6.005%); Festival: Festival of Household Gods (1.716%); Festival: Cerealia, Festival of Ceres (6.005%); Festival: Cernunnalia Festival (0.858%); Festival: Vulcanalia (6.005%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
54021,Watchman,base,Common,Culture,2500,"Custodes: Custodia, Custodes",Available Patrols: +1,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hilaria, Festival of Joy (8.007%); Festival: Hygieia Festival (1.144%); Festival: Litterria, Festival of Learning (1.144%); Festival: Lugnasad, Festival of Mercury-Lugus (1.144%); Festival: Cernunnalia Festival (8.007%); Quest: Thieves Abound; Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
54011,Alarming Signaller,base,Rare,Military,15000,"Vigiles: Vigiles, Vigiles",Fire Safety: +30; Available Patrols: +1,,,Selling: Procurator Corvinus (0.425%); Contracts: Procurator Corvinus (0.865%); Flotsam: Procurator Corvinus (0.024%)
54017,Savvy Capsarius,base,Rare,Nature,15000,"Medici: Medici, Medici",Health: +30; Available Patrols: +1,,,Selling: Valeria (0.466%); Contracts: Valeria (0.948%); Contracts: Caecilia (0.948%); Flotsam: Valeria (0.026%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Caecilia (0.026%)
54023,Champion Bruiser,base,Rare,Culture,15000,"Custodes: Custodia, Custodes",Happiness: +30; Available Patrols: +1,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Julia Augusta (0.026%)
42052,"Pyrrhos of Epirus, Ekpyrotic Architect",base,Epic,Religion,100000,"Vigiles: Vigiles, Vigiles",Belief Area Effect: +1; Available Patrols: +1; Rebuild time: -35%,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Festival of Household Gods (1.144%); Festival: Armilustrium, Festival of Mars (0.327%); Festival: Cerealia, Festival of Ceres (0.327%); Festival: Neptunalia Festival (0.327%); Festival: Lugnasad, Festival of Mercury-Lugus (0.327%); Festival: Eponalia Festival (0.327%); Festival: Cernunnalia Festival (0.327%); Festival: Quinquatria, Festival of Minerva (0.327%); Festival: Vulcanalia (0.163%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
80494,"Cermaid Mac Ealadha, Dagda's Goodman",base,Epic,Civic,100000,"Medici: Medici, Medici",Prestige Area Effect: +1; Available Patrols: +1; Response Time: -10%,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.218%); Festival: Ovatio, Festival of Prestigious Rule (0.763%); Festival: Spectacula, Festival of the Games (0.763%); Festival: Quinquatria, Festival of Minerva (0.109%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
42051,"Urbicius Creticus, Graffitographer",base,Epic,Research,100000,"Custodes: Custodia, Custodes",Knowledge Area Effect: +1; Available Patrols: +1; Response Time: -10%,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hygieia Festival (0.490%); Festival: Litterria, Festival of Learning (1.716%); Festival: Cerealia, Festival of Ceres (0.245%); Festival: Quinquatria, Festival of Minerva (1.716%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
92874,"Titus Faber, Master of Tasks",base,Epic,Economy,120000,Libertus Residence: Libertus Residence,Workforce from residents: +25%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
92876,Plebeian Praepositus,base,Rare,Economy,18000,Plebeian Residence: Plebeian Residence,Workforce from residents: +15%,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Caeso Regulus Syracus (0.563%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Caecilia (0.948%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)
92878,Equestrian Trainer,base,Rare,Economy,18000,Eques Residence: Eques Residence,Workforce from residents: +15%,,,Selling: Valeria (0.466%); Contracts: Valeria (0.948%); Contracts: Caecilia (0.948%); Flotsam: Valeria (0.026%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Caecilia (0.026%)
92880,"Herius Fraucus Cornelius, Patrician Palatine",base,Epic,Economy,120000,Patrician Residence: Patrician Residence,Workforce from residents: +25%,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Julia Augusta (0.000%)
92882,Mercurial Marketeer,base,Rare,Economy,18000,Mercator Residence: Mercator Residence,Workforce from residents: +15%,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
92884,"Belmaglo Atrius Leo, Noble Nominator",base,Epic,Economy,120000,Noble Residence: Noble Residence,Workforce from residents: +25%,,,Selling: Procurator Corvinus (0.111%); Contracts: Procurator Corvinus (0.107%); Flotsam: Procurator Corvinus (0.000%)
92886,"Uassoro, Neck-Deep Wader",base,Epic,Economy,120000,Wader Residence: Wader Residence,Workforce from residents: +25%,,,Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Voada Of The Scathach (0.145%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Voada Of The Scathach (0.109%); Quest: Hoards of Hogs; Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Voada Of The Scathach (0.035%)
92888,Stalwart Smith,base,Rare,Economy,18000,Smith Residence: Smith Residence,Workforce from residents: +15%,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
92890,"Aedela, Alder Than Alder",base,Epic,Economy,120000,Alderman Residence: Alderman Residence,Workforce from residents: +25%,,,Contracts: Manx (0.107%); Flotsam: Manx (0.000%)
106731,Enlister,base,Common,Military,2000,"Recruitment Building: Barracks, Equitum Campus, Siege Workshop, Barracks, Equitum Campus, Siege Workshop",Troop Recruitment Speed: +50%,,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Stata Mater Festival (0.763%); Festival: Triumph, Festival of Conquest (2.669%); Festival: Armilustrium, Festival of Mars (2.669%); Festival: Neptunalia Festival (0.381%); Festival: Eponalia Festival (0.381%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
106736,Clarion Caller,base,Rare,Military,12000,"Barracks: Barracks, Barracks",Troop Recruitment Cost: -20%; Troop Recruitment Speed: +100%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
106738,Adroit Assembler,base,Rare,Military,12000,"Siege Workshop: Siege Workshop, Siege Workshop",Troop Recruitment Cost: -20%; Troop Recruitment Speed: +100%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
106740,Equitable Trainer,base,Rare,Military,12000,"Equitum Campus: Equitum Campus, Equitum Campus",Troop Recruitment Cost: -20%; Troop Recruitment Speed: +100%,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
106742,"Hasdrubal, Pedagogic Authority",base,Epic,Military,80000,"Recruitment Building: Barracks, Equitum Campus, Siege Workshop, Barracks, Equitum Campus, Siege Workshop",Hitpoints: +25%; Troop Recruitment Cost: -25%; Troop Recruitment Speed: +100%,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Stata Mater Festival (0.245%); Festival: Triumph, Festival of Conquest (0.858%); Festival: Armilustrium, Festival of Mars (0.858%); Festival: Neptunalia Festival (0.123%); Festival: Eponalia Festival (0.123%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
106631,Reunionist,base,Common,Economy,2250,"Oat Farm: Oat Farm, Olive Grower","Workforce Needed: -25%; Run by Plebeian Workforce, instead of Libertus Workforce: ",,,Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Caeso Regulus Syracus (0.909%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Caecilia (0.348%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)
106634,Renaturer,base,Common,Economy,2250,"Herb Garden: Herb Garden, Barley Farm","Workforce Needed: -25%; Run by Smith Workforce, instead of Wader Workforce: ",,,Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Voada Of The Scathach (0.926%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Voada Of The Scathach (0.354%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Voada Of The Scathach (0.223%)
106636,Reangler,base,Common,Economy,2250,"Fishing Hut: Fishing Hut, Scomber's Shack","Workforce Needed: -25%; Run by Plebeian Workforce, instead of Libertus Workforce: ",,,Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Caeso Regulus Syracus (0.909%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Caecilia (0.348%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)
106638,Renavigator,base,Common,Economy,2250,"Cockle Picker: Cockle Picker, Saltwort Picker","Workforce Needed: -25%; Run by Mercators Workforce, instead of Wader Workforce: ",,,Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Voada Of The Scathach (0.926%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Voada Of The Scathach (0.354%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Voada Of The Scathach (0.223%)
