GUID,Icon,Name,InfoDescription,Buff,Buff Effects,BoostBuff,BoostBuff Effects,Boost Hint,Boost Condition,Targets,Source,Allocation,Rarity,Niche,Price,IsMetaItem,Origin,ObsidianPrice
44122,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_009.png,-6914513227599423752,-6913771454787544916,44133,ProductivityUpgrade: +35%,,,,,50588:5604;5477;31756;5851;2793;5475;5974,145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 64767 [0.022%] | 64768 [0.066%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 95375 [0.020%],Villa,Epic,Diplomacy,120000,,,714
44149,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_021.png,-6900124518500264619,-6903362567070227157,44160,ProductivityUpgrade: +35%,,,,,50599:3198;8579;8887;2669;5971;2999;8580,145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 64767 [0.022%] | 64768 [0.066%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 95375 [0.020%],Villa,Epic,Culture,120000,,,714
50287,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_024.png,-6905071923764882077,-6902706390486023464,50288,ProductivityUpgrade: +35%,,,,,50590:2794;15514,145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 64767 [0.022%] | 64768 [0.066%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 95375 [0.020%],Villa,Epic,Military,120000,,,714
80221,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_023.png,-6913671651122133170,-6903224646184052115,80222,ProductivityUpgrade: +20% | MaintenanceFactorUpgrade: -10% | WorkforceMaintenanceFactorUpgrade: -10% | Happiness: +0.5 | Health: +0.5 | FireSafety: +0.5,80224,ProductivityUpgrade: +35% | MaintenanceFactorUpgrade: -20% | WorkforceMaintenanceFactorUpgrade: -20% | Happiness: +1 | Health: +1 | FireSafety: +1,-6915644877534323100,ConditionObjectCount: AtMost 30 | 38370,38370:2955;2956;2957;8580;2958;8586;2200;2693;2694;2698;2699;2669;8579;31750;2878;2880;31752;2795;2918;2954;2920;2916;2786;2794;2793;2970;31753;2971;2994;31756;2999;3079;3081;8887;5481;3070;3074;3082;31755;3075;8893;3171;3174;3185;3177;3186;3187;3188;3189;3190;3191;3192;3199;4831;3201;3202;3198;4832;3089;3091;3129;3138;3203;3168;3169;3170;13808;8431;10929;23723;5972;31762;31764;5971;5976;5977;31761;5299;5851;8427;5978;5982;5980;5974;15514;5475;31766;5969;5472;5967;5477;5960;5959;5604;23753;5958;5605;31769;5615;5945;5947;5946;5955;5956;5954;2796;5278;2799;2800;5849;5847;31759;5848;5975;5291;5295;5290;5973;5469;31772;5611;5470;5474;6586;5570;31767;5609;5608;5606;5614;31770;55963;31773;5616;5935;41811;50280;145229;145230;144810;144811;55962;80612;55945,43018 [0.033%] | 64789 [0.017%],Villa,Legendary,Economy,600000,,,3571
106974,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_35.png,-6905395897592902762,-6915488218706760513,106975,ProductivityUpgrade: +30% | AdditionalOutput: 1/10 | NeededAreaUpgrade: -30%,106976,ProductivityUpgrade: +40% | AdditionalOutput: 1/8 | NeededAreaUpgrade: -60%,-6905499420330619072,ConditionNeedAttributeCounter: Population AtMost 2500,50251:2878;5976;31752;31761;2880;5977;8579,122535 [0.343%] | 122539 [0.049%] | 122540 [0.049%] | 122541 [0.049%] | 122545 [0.343%] | 145048 [0.016%] | 145050 [0.098%] | 43017 [0.033%] | 43018 [0.033%] | 43019 [0.032%] | 43020 [0.033%] | 43021 [0.033%] | 43022 [0.033%] | 64768 [0.017%] | 64771 [0.017%] | 64774 [0.017%] | 64777 [0.017%] | 64780 [0.017%] | 64783 [0.017%] | 64786 [0.017%] | 64789 [0.017%] | 64792 [0.016%] | 64795 [0.017%] | 64798 [0.017%] | 64801 [0.017%] | 64804 [0.017%] | 95375 [0.005%] | 95450 [0.005%],Villa,Legendary,Economy,600000,,,3571
79947,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_027.png,-6906578885491523931,-6903084752177534861,79948,ProductivityUpgrade: +25% | AdditionalOutput: 31697 1/10 | Money: +100,79949,ProductivityUpgrade: +35% | AdditionalOutput: 31697 1/8 | Money: +150,-6913571950474661350,ConditionPlayerCounter: MoneyBalance AtLeast 1000000,50225:5290;5980;5291;2918;5982;50280;144810;144811,122533 [0.039%] | 122538 [0.039%] | 122539 [0.078%] | 122540 [0.078%] | 122544 [0.275%] | 79669 [16.667%],Villa,Legendary,Finance,600000,,,3571
80189,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_28.png,-6902083515531446362,-6909418962861415304,80190,ProductivityUpgrade: +25% | AdditionalOutput: 2085 1/10 | FuelDurationPercent: +25%,80191,ProductivityUpgrade: +35% | AdditionalOutput: 2085 1/8 | FuelDurationPercent: +35%,-6911842957033760003,ConditionObjectCount: AtLeast 800 | 6414,50609:5470;31755;5472;5969;3070;3074,122535 [0.343%] | 122539 [0.049%] | 122540 [0.049%] | 122541 [0.049%] | 122545 [0.343%] | 145048 [0.016%] | 145050 [0.098%] | 43017 [0.033%] | 43018 [0.033%] | 43019 [0.032%] | 43020 [0.033%] | 43021 [0.033%] | 43022 [0.033%] | 64768 [0.017%] | 64771 [0.017%] | 64774 [0.017%] | 64777 [0.017%] | 64780 [0.017%] | 64783 [0.017%] | 64786 [0.017%] | 64789 [0.017%] | 64792 [0.016%] | 64795 [0.017%] | 64798 [0.017%] | 64801 [0.017%] | 64804 [0.017%] | 95375 [0.005%] | 95450 [0.005%],Villa,Legendary,Economy,600000,,,3571
80510,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_030.png,-6902804843553472335,-6909947790435885075,80511,ProductivityUpgrade: +30% | AdditionalOutput: 1/10 | FuelDurationPercent: +25%,80512,ProductivityUpgrade: +40% | AdditionalOutput: 1/8 | FuelDurationPercent: +35%,-6907811297993352411,ConditionPlayerCounter: ArmyStrength AtLeast 10 | 37485,50614:5954;3170;13808;55945,145048 [0.016%] | 43019 [0.032%] | 64792 [0.016%],Villa,Legendary,Economy,600000,,,3571
51282,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_007.png,-6900204572682916619,-6912072577544661223,51283,ProductivityUpgrade: +25% | AdditionalOutput: 2063 1/10 | -6916464905928465879 Belief: +1,54669,ProductivityUpgrade: +35% | AdditionalOutput: 2063 1/8 | -6916464905928465879 Belief: +2,-6904324744489641815,ConditionDominantPatron: 43594,42602:2693;5972;2669;5971;31750;31762;2200;2799,122536 [0.343%] | 122541 [0.098%] | 122542 [0.098%] | 122543 [0.098%] | 122544 [0.098%] | 122545 [0.098%] | 122546 [0.098%] | 122547 [0.098%] | 145050 [0.049%] | 79670 [16.667%],Villa,Legendary,Religion,600000,,,3571
80502,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_013.png,-6914817555274826753,-6909921256949159122,80503,ProductivityUpgrade: +25% | AdditionalOutput: 31701 1/10 | -6916464905928465879 Health: +1,80506,ProductivityUpgrade: +35% | AdditionalOutput: 31701 1/8 | -6916464905928465879 Health: +2,-6899619297904932400,ConditionDiplomacyState: Peace | 37494,51905:31764;2698;2800;23723;2694;2699,43020 [0.033%] | 43022 [0.033%] | 64804 [0.017%] | 95450 [0.005%],Villa,Legendary,Agriculture,600000,,,3571
80225,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_006.png,-6916811531359064567,-6900858992307083596,80226,ProductivityUpgrade: +30% | AdditionalOutput: 2075 1/10 | -6916464905928465879 Prestige: +1,80229,ProductivityUpgrade: +35% | AdditionalOutput: 2075 1/8 | -6916464905928465879 Prestige: +2,-6912373510778339946,ConditionPlayerCounter: PopulationByGroup AtLeast 10000 | 1495 | Area,50224:5847;5973;2786;15514;2794;2793;5974;8580,122533 [0.078%] | 122538 [0.275%] | 122540 [0.275%] | 122547 [0.039%] | 145048 [0.016%] | 43017 [0.033%] | 43018 [0.033%] | 43019 [0.032%] | 43020 [0.033%] | 43021 [0.033%] | 43022 [0.033%] | 64768 [0.017%] | 64771 [0.017%] | 64774 [0.017%] | 64777 [0.017%] | 64780 [0.017%] | 64783 [0.017%] | 64786 [0.017%] | 64789 [0.017%] | 64792 [0.016%] | 64795 [0.017%] | 64798 [0.017%] | 64801 [0.017%] | 64804 [0.017%] | 95375 [0.005%] | 95450 [0.005%],Villa,Legendary,Diplomacy,600000,,,3571
54009,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_62.png,-6901145479896629321,-6899948609993537515,54010,ResolverUnitCountUpgrade: +1,,,,,38559:30754;30769,122535 [0.763%] | 122539 [2.669%] | 122541 [2.669%] | 122543 [0.381%] | 122545 [0.381%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Military,2500,,,15
54015,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_023.png,-6900298379211342136,-6901082572944388481,54016,ResolverUnitCountUpgrade: +1,,,,,38561:30765;30771,122534 [6.005%] | 122536 [1.716%] | 122542 [6.005%] | 122546 [0.858%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 145050 [6.005%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Agriculture,2500,,,15
54021,data/ui/fhd/base/icon_content/items_specialist/other_male/icon_3d_other_male_009.png,-6916250455637987611,-6901515572636546594,54022,ResolverUnitCountUpgrade: +1,,,,,38560:30762;30770,122533 [8.007%] | 122534 [1.144%] | 122537 [1.144%] | 122544 [1.144%] | 122546 [8.007%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%] | Quest: 109599,Villa,Common,Culture,2500,,,15
54011,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_011.png,-6911190894807595954,-6911473475154435809,54012,ResolverUnitCountUpgrade: +1 | FireSafety: +30,,,,,38559:30754;30769,43021 [0.425%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 95448 [0.002%],Villa,Rare,Military,15000,,,89
54017,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_016.png,-6907524579382418778,-6916762288241537653,54018,ResolverUnitCountUpgrade: +1 | Health: +30,,,,,38561:30765;30771,145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43019 [0.466%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 95447 [0.003%] | 95453 [0.003%],Villa,Rare,Agriculture,15000,,,89
54023,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_031.png,-6900127770559453799,-6910563440041734113,54024,ResolverUnitCountUpgrade: +1 | Happiness: +30,,,,,38560:30762;30770,43018 [0.472%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 95446 [0.003%] | 95452 [0.003%],Villa,Rare,Culture,15000,,,89
42052,data/ui/fhd/base/icon_content/items_specialist/nonbinary/icon_3d_celtic_nb_02.png,-6911307630797649706,-6910461440841757519,42600,ResolverUnitCountUpgrade: +1 | ResolverRepairDurationUpgrade: -35% | -6916464905928465879 Belief: +1,,,,,38559:30754;30769,122536 [1.144%] | 122541 [0.327%] | 122542 [0.327%] | 122543 [0.327%] | 122544 [0.327%] | 122545 [0.327%] | 122546 [0.327%] | 122547 [0.327%] | 145047 [0.021%] | 145048 [0.063%] | 145050 [0.163%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Religion,100000,,,595
80494,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_003.png,-6907810660380830894,-6902899241751579136,80495,ResolverUnitCountUpgrade: +1 | ResolverResolveDurationUpgrade: -10% | -6916464905928465879 Prestige: +1,,,,,38561:30765;30771,122533 [0.218%] | 122538 [0.763%] | 122540 [0.763%] | 122547 [0.109%] | 145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Diplomacy,100000,,,595
42051,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_006.png,-6909450567319782478,-6906910335601484628,42612,ResolverUnitCountUpgrade: +1 | ResolverResolveDurationUpgrade: -10% | -6916464905928465879 Knowledge: +1,,,,,38560:30762;30770,122534 [0.490%] | 122537 [1.716%] | 122542 [0.245%] | 122547 [1.716%] | 145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64767 [0.022%] | 64768 [0.066%] | 64770 [0.035%] | 64771 [0.105%] | 64773 [0.035%] | 64774 [0.105%] | 64776 [0.025%] | 64777 [0.075%] | 64779 [0.035%] | 64780 [0.105%] | 64782 [0.035%] | 64783 [0.105%] | 64785 [0.035%] | 64786 [0.105%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95375 [0.020%] | 95450 [0.023%],Villa,Epic,Research,100000,,,595
54025,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_011.png,-6912764738512741996,-6914531781483218550,54026,ResolverUnitCountUpgrade: +2 | -6916464905928465879 FireSafety: +1,54029,ResolverUnitCountUpgrade: +2 | -6916464905928465879 FireSafety: +2,-6905437951640224128,ConditionDiplomacyState: Peace | 37495,38559:30754;30769,122535 [0.030%] | 122539 [0.106%] | 122541 [0.106%] | 122543 [0.015%] | 122545 [0.015%] | 79671 [16.667%],Villa,Legendary,Military,500000,,,2976
54034,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_006.png,-6904428740713877251,-6906943953860085144,54035,ResolverUnitCountUpgrade: +2 | -6916464905928465879 Health: +1,54038,ResolverUnitCountUpgrade: +2 | -6916464905928465879 Health: +2,-6914806601623842071,ConditionInStorage: AtLeast 50 | 31701,38561:30765;30771,122534 [0.686%] | 122536 [0.196%] | 122542 [0.686%] | 122546 [0.098%] | 145050 [0.686%] | 79669 [16.667%],Villa,Legendary,Agriculture,500000,,,2976
54041,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_016.png,-6905064871793322484,-6900353071853160926,54042,ResolverUnitCountUpgrade: +2 | -6916464905928465879 Happiness: +1,54045,ResolverUnitCountUpgrade: +2 | -6916464905928465879 Happiness: +2,-6916345578112723545,ConditionPlayerCounter: AtLeast 3 | 50239 | Area,38560:30762;30770,122533 [0.458%] | 122534 [0.065%] | 122537 [0.065%] | 122544 [0.065%] | 122546 [0.458%] | 79670 [16.667%],Villa,Legendary,Culture,500000,,,2976
42048,data/ui/fhd/base/icon_content/items_specialist/unique/icon_3d_unique_015_aisling_ui_democritus.png,-6904360330223945295,-6903410038207111554,42572,AdditionalWorkforces: 2196,140484,WorkforceModifierInPercent: +10% | AdditionalWorkforces: 2196,-6905066815721772461,ConditionDiplomacyState: Alliance | 31102,6475,64801 [0.017%],Villa,Legendary,Economy,600000,,,3571
42053,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_034.png,-6917193400425716092,-6906619848959818322,42604,AdditionalWorkforces: 2198,140485,WorkforceModifierInPercent: +10% | AdditionalWorkforces: 2198,-6902648619299552543,ConditionNeedAttributeCounter: Happiness AtLeast 1000,6471,43021 [0.033%] | 64798 [0.017%],Villa,Legendary,Economy,600000,,,3571
51288,data/ui/fhd/base/icon_content/items_specialist/other_female/icon_3d_other_female_010.png,-6916323196686068178,-6910588607433296343,51289,AdditionalWorkforces: 2184,54670,WorkforceModifierInPercent: +10% | AdditionalWorkforces: 2184,-6904052051879539274,ConditionObjectCount: AtLeast 400 | 3145,3087,145048 [0.016%] | 43019 [0.032%] | 64792 [0.016%],Villa,Legendary,Economy,600000,,,3571
92874,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_047.png,-6909620709647578789,-6902612532221007071,92875,WorkforceModifierInPercent: +25%,,,,,3087,145047 [0.021%] | 145048 [0.063%] | 43017 [0.129%] | 43018 [0.099%] | 43019 [0.099%] | 64767 [0.022%] | 64768 [0.066%] | 64788 [0.021%] | 64789 [0.063%] | 64791 [0.021%] | 64792 [0.063%] | 64794 [0.021%] | 64795 [0.064%] | 95375 [0.020%],Villa,Epic,Economy,120000,,,714
92876,data/ui/fhd/base/icon_content/items_specialist/other_female/icon_3d_other_female_033.png,-6903459580739952871,-6909552494969748207,92877,WorkforceModifierInPercent: +15%,,,,,3141,145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43017 [0.563%] | 43018 [0.472%] | 43019 [0.466%] | 64766 [0.029%] | 64767 [0.152%] | 64768 [0.652%] | 64787 [0.028%] | 64788 [0.146%] | 64789 [0.625%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 64793 [0.028%] | 64794 [0.148%] | 64795 [0.634%] | 95375 [0.088%] | 95439 [0.003%] | 95446 [0.003%] | 95447 [0.003%] | 95452 [0.003%] | 95453 [0.003%],Villa,Rare,Economy,18000,,,107
92878,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_023.png,-6913503825934224156,-6909527837967929135,92879,WorkforceModifierInPercent: +15%,,,,,3142,145046 [0.027%] | 145047 [0.144%] | 145048 [0.616%] | 145049 [0.003%] | 43019 [0.466%] | 64790 [0.027%] | 64791 [0.144%] | 64792 [0.616%] | 95447 [0.003%] | 95453 [0.003%],Villa,Rare,Economy,18000,,,107
92880,data/ui/fhd/base/icon_content/items_specialist/nonbinary/icon_3d_roman_nb_01.png,-6902544517120041427,-6900826507062831051,92881,WorkforceModifierInPercent: +25%,,,,,3145,43018 [0.099%] | 64788 [0.021%] | 64789 [0.063%],Villa,Epic,Economy,120000,,,714
92882,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_20.png,-6913873592909782256,-6904435765761586313,92883,WorkforceModifierInPercent: +15%,,,,,6475,43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95442 [0.002%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%],Villa,Rare,Economy,18000,,,107
92884,data/ui/fhd/base/icon_content/items_specialist/roman_female/icon_3d_roman_female_032.png,-6903158455785528514,-6903541749939325158,92885,WorkforceModifierInPercent: +25%,,,,,6514,43021 [0.111%] | 64797 [0.024%] | 64798 [0.071%],Villa,Epic,Economy,120000,,,714
92886,data/ui/fhd/base/icon_content/items_specialist/celtic_male/icon_3d_celtic_male_27.png,-6910482441907043079,-6910103807466289467,92887,WorkforceModifierInPercent: +25%,,,,,6414,43020 [0.113%] | 43021 [0.111%] | 43022 [0.145%] | 64776 [0.025%] | 64777 [0.075%] | 64797 [0.024%] | 64798 [0.071%] | 64800 [0.024%] | 64801 [0.071%] | 64803 [0.024%] | 64804 [0.073%] | 95450 [0.023%] | Quest: 106419,Villa,Epic,Economy,120000,,,714
92888,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_028.png,-6902441615703900149,-6913147244421941878,92889,WorkforceModifierInPercent: +15%,,,,,6471,43020 [0.436%] | 43021 [0.425%] | 43022 [0.513%] | 64775 [0.026%] | 64776 [0.138%] | 64777 [0.592%] | 64796 [0.025%] | 64797 [0.131%] | 64798 [0.563%] | 64799 [0.025%] | 64800 [0.133%] | 64801 [0.570%] | 64802 [0.026%] | 64803 [0.135%] | 64804 [0.577%] | 95442 [0.002%] | 95448 [0.002%] | 95449 [0.002%] | 95450 [0.080%],Villa,Rare,Economy,18000,,,107
92890,data/ui/fhd/base/icon_content/items_specialist/celtic_female/icon_3d_celtic_female_038.png,-6916046721971524779,-6899896365676505550,92891,WorkforceModifierInPercent: +25%,,,,,6472,64800 [0.024%] | 64801 [0.071%],Villa,Epic,Economy,120000,,,714
106731,data/ui/fhd/base/icon_content/items_specialist/roman_male/icon_3d_roman_male_80.png,-6909271946825655537,-6902374428250738307,106732,RecruitmentSpeedInPercent: +50%,,,,,53358:15519;15833;15834;15946;15947;15948,122535 [0.763%] | 122539 [2.669%] | 122541 [2.669%] | 122543 [0.381%] | 122545 [0.381%] | 145046 [0.145%] | 145047 [0.328%] | 145049 [0.014%] | 43017 [0.909%] | 43018 [1.055%] | 43019 [1.055%] | 43020 [1.074%] | 43021 [1.074%] | 43022 [0.926%] | 64766 [0.145%] | 64767 [0.328%] | 64769 [0.195%] | 64770 [0.439%] | 64772 [0.195%] | 64773 [0.439%] | 64775 [0.148%] | 64776 [0.334%] | 64778 [0.195%] | 64779 [0.439%] | 64781 [0.195%] | 64782 [0.439%] | 64784 [0.195%] | 64785 [0.439%] | 64787 [0.145%] | 64788 [0.328%] | 64790 [0.145%] | 64791 [0.328%] | 64793 [0.145%] | 64794 [0.328%] | 64796 [0.148%] | 64797 [0.334%] | 64799 [0.148%] | 64800 [0.334%] | 64802 [0.148%] | 64803 [0.334%] | 95375 [0.141%] | 95439 [0.014%] | 95440 [0.018%] | 95441 [0.018%] | 95442 [0.014%] | 95443 [0.018%] | 95444 [0.018%] | 95445 [0.018%] | 95446 [0.014%] | 95447 [0.014%] | 95448 [0.014%] | 95449 [0.014%] | 95450 [0.144%] | 95452 [0.014%] | 95453 [0.014%],Villa,Common,Military,2000,,,12
